Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses03F_script02_1_M023,[156.3396-158.5056]:,why not,neu,3.0,3.0,3.0,0
Ses03F_script02_1_F011,[157.9000-160.6514]:,i don t know i just don t,sad,2.0,3.0,4.0,3
Ses03F_script02_1_F012,[179.0875-185.6825]:,pa up what a bunch of fish they swim up to the beach and they flop around and they swim away and then they die,ang,2.0,3.5,4.5,2
Ses03F_script02_1_F013,[200.9650-207.7425]:,i don t know why you re getting so excited i mean it s not like the landing of the moon or something it s just fish fish that nobody eats,fru,1.0,4.0,4.5,1
Ses03F_script02_1_F014,[208.8600-211.0870]:,oh god augie,fru,2.0,2.0,2.5,1
Ses03F_script02_1_M030,[235.0053-237.2725]:,for real,sur,2.5,2.5,3.0,5
Ses03F_script02_1_F017,[252.4348-262.5768]:,yes and if you also remember i got sand in my panty we got into an argument about nothing you got a sore throat and we never saw the grunions,fru,1.5,4.0,4.5,1
Ses03F_script02_1_F018,[265.8900-271.4636]:,no for god s sake we ve never seen the grunions we re not going to see them,fru,1.5,4.5,4.5,1
Ses03F_script02_1_M034,[270.1800-277.0913]:,we just weren t in a good spot all right this is a much better spot i have a good instinct for these thing look is that,fru,2.5,4.0,4.0,1
Ses03F_script02_1_M036,[282.2533-290.5329]:,i wouldn t miss this for anything i mean think about this okay i know you re not interested but just think about this for a minute,exc,3.5,4.0,4.0,6
Ses03F_script02_1_M038,[303.3267-314.3188]:,and they all all a one turned a one and formed this line a big a the california coast and started swimming this way swimming a if that s the only thing that matter,exc,3.0,4.0,5.0,6
Ses03F_script02_1_M039,[314.3795-327.0721]:,you know they didn t ask it a question they didn t they didn t take a vote they didn t have an invitation or a map they just started swimming a one,exc,3.0,4.0,5.0,6
Ses03F_script02_1_M040,[327.1329-335.1200]:,it single mindedness with one mind urgency that s pure urge you know they don t give it a name,exc,4.0,4.0,5.0,6
Ses03F_script02_1_M041,[335.1725-344.9875]:,they don t ask it a question they just they just they don t know what drive them they just turn a one and start the swim that brings them to here,exc,4.0,3.5,5.0,6
Ses03F_script02_1_M042,[345.0483-354.9200]:,where we stand for a massive celebration of sex and death oh god i m giving myself goosebump look i m all all my hair on my arm is sticking up,exc,4.5,5.0,5.0,6
Ses03F_script02_1_M044,[360.6350-362.9500]:,about what i just said,neu,3.0,3.0,2.5,0
Ses03F_script02_2_F000,[008.5564-011.2227]:,about what,neu,3.0,2.0,2.0,0
Ses03F_script02_2_M001,[010.3501-013.5496]:,about what i wa just saying,neu,3.0,3.0,2.6667,0
Ses03F_script02_2_M002,[014.9555-022.0332]:,it certainly is not it is slightly exaggerated scientific fact,fru,2.3333,3.0,3.0,1
Ses03F_script02_2_M003,[028.3112-031.6319]:,well i m not the only one look at all these people,fru,2.3333,3.6667,2.6667,1
Ses03F_script02_2_M004,[038.7097-041.9475]:,are we talking about the same thing,fru,3.0,3.3333,2.3333,1
Ses03F_script02_2_M005,[043.6787-051.4836]:,carla can i ask you something don t take this wrong but are you having your period,neu,3.0,3.0,2.0,0
Ses03F_script02_2_F005,[050.8534-057.2675]:,augie goddamn it don t ask me that you always ask me that why do you ask me that i hate it it s insulting,ang,1.6667,4.3333,3.6667,2
Ses03F_script02_2_M006,[056.7750-059.7491]:,okay then what s bugging you,fru,2.0,3.3333,3.0,1
Ses03F_script02_2_F006,[058.6826-066.7057]:,look it s we just we re looking at this evening in a different way both of u we both have different idea of it,fru,2.0,3.3333,3.0,1
Ses03F_script02_2_M007,[065.8574-078.3647]:,there s nothing to it alright we come down here the grunion arrive they do their little fish business we go ooh ah look at the fish and then they go home and we go home,fru,2.0,3.6667,3.0,1
Ses03F_script02_2_M008,[082.9701-086.2908]:,we re not seeing the grunions,neu,2.0,2.3333,1.6667,0
Ses03F_script02_2_F008,[085.8303-090.9205]:,look augie we ve never seen them they re never going to come,fru,2.0,3.0,3.0,1
Ses03F_script02_2_M009,[090.1206-093.9988]:,we missed them twice that s not ever,fru,2.3333,3.3333,2.6667,1
Ses03F_script02_2_M010,[095.8168-098.4346]:,we ll see them this time,fru,3.0,3.3333,3.3333,1
Ses03F_script02_2_F012,[106.5325-114.0475]:,like i feel like my whole life i ve been just standing on this beach with my hand clasped waiting for these fish to show up and these fish never show up,ang,1.6667,3.3333,3.6667,2
Ses03F_script02_2_M011,[113.2931-115.8875]:,god i thought you wanted to see it,fru,2.3333,2.3333,1.6667,1
Ses03F_script02_2_F013,[115.3925-117.7773]:,i do,fru,2.0,3.3333,2.3333,1
Ses03F_script02_2_F014,[118.1651-128.2485]:,look i did i always do but it s like every time i try nothing ever happens,fru,2.0,3.3333,2.6667,1
Ses03F_script02_2_M012,[130.2604-135.9565]:,it s just fish nothing to get traumatized over,fru,3.0,2.0,2.6667,1
Ses03F_script02_2_F015,[134.4075-137.9684]:,for god s sake augie this is not about fish,fru,1.3333,4.0,3.3333,1
Ses03F_script02_2_M013,[136.0777-142.7919]:,i ve been turning this thing over in my head trying to figure out when the point wa when we took a turn for the worse and i can t seem to pinpoint it,fru,2.0,3.0,2.0,1
Ses03F_script02_2_M014,[142.8647-157.6262]:,you were fine during the phone call from marge dinner wa okay doing the dish wa no problem let s see i took a shower you were watching the news you said augie i think the grunion are running i said great let s go i feel lucky tonight,fru,3.0,3.3333,3.0,1
Ses03F_script02_2_M015,[157.6747-165.5039]:,and so i m getting the animal putting the animal out in the yard i m putting on my jacket getting the car out of the garage,fru,2.6667,3.3333,3.0,1
Ses03F_script02_2_F016,[164.0738-169.2125]:,do you remember the last time we came here,sad,3.0,2.0,2.3333,3
Ses03F_script02_2_F017,[169.2852-172.4847]:,we thought i wa pregnant,sad,3.6667,2.6667,2.6667,3
Ses03F_script02_2_F018,[172.6059-176.3145]:,you brought a bottle of champagne,sad,3.6667,2.3333,2.0,3
Ses03F_script02_2_F019,[176.4050-183.1256]:,we took off our shoe and we danced barefoot in the sand under the moon,hap,4.0,2.6667,2.3333,4
Ses03F_script02_2_F020,[183.1975-189.5732]:,and you whispered so intimately in my ear so i could feel your word,hap,4.0,2.3333,2.3333,4
Ses03F_script02_2_F021,[189.6702-195.9965]:,oh that moment that wa it,hap,4.0,3.0,2.3333,4
Ses03F_script02_2_F022,[196.0935-202.0805]:,i told myself finally this is how happy i m supposed to be,sad,3.6667,2.3333,3.0,3
Ses03F_script02_2_M016,[202.2987-205.9830]:,wait a minute i got it,neu,3.3333,2.6667,2.3333,0
Ses03F_script02_2_F023,[205.0619-210.2750]:,dancing barefoot in the sand drinking out of a bottle of champagne,hap,4.3333,3.6667,2.6667,4
Ses03F_script02_2_F024,[224.0411-227.1921]:,i don t want to remember something,sad,2.6667,2.3333,2.0,3
Ses03F_script02_2_F025,[227.2925-229.9796]:,hope for some thing,sad,2.3333,2.3333,2.0,3
Ses03F_script02_2_F026,[234.9486-237.7436]:,no,sad,2.3333,2.3333,2.0,3
Ses03F_script02_2_F027,[239.2147-241.1296]:,no,sad,2.3333,1.6667,2.0,3
Ses03F_script02_2_F028,[242.4142-245.0563]:,no no,sad,2.0,1.3333,2.0,3
Ses03F_script02_2_M022,[242.9232-248.0619]:,what what do you want me to breathe in your ear,fru,2.6667,3.0,2.6667,1
Ses03F_script02_2_F029,[246.1470-248.5467]:,no,fru,2.0,3.0,3.0,1
Ses03F_script02_2_M023,[248.5225-254.7034]:,do you want to get married again what what do you want to get a divorce,fru,2.0,3.0,2.6667,1
Ses03F_script02_2_F030,[250.2700-252.1098]:,no,fru,1.6667,3.3333,3.3333,1
Ses03F_script02_2_F031,[253.0551-255.1639]:,no,ang,1.6667,4.0,4.0,2
Ses03F_script02_2_M024,[254.8004-256.9576]:,a vacation,fru,2.0,3.3333,3.3333,1
Ses03F_script02_2_F032,[256.2305-258.1359]:,no,fru,2.0,3.0,3.0,1
Ses03F_script02_2_M025,[257.2350-259.9390]:,a new carpet a poodle,fru,2.3333,3.3333,3.0,1
Ses03F_script02_2_M026,[259.9875-265.9745]:,a a back rub some ice cream a suicide pact what the hell do you want carla,ang,2.0,4.3333,3.6667,2
Ses03F_script02_2_F033,[264.5325-268.6651]:,i want thing to turn out the way that they re supposed to be,fru,1.6667,4.0,3.0,1
Ses03F_script02_2_M027,[267.0895-270.1921]:,jesus welcome to the human race,fru,2.0,4.0,4.0,1
Ses03F_script02_2_M029,[279.8150-295.1125]:,no i wa just like you i thought it wa going to be all peach and rose and everything great and the wind in our hair and the sand in our toe and the fish will always come and the bill will pay themselves and we ll have three big fat rosy kid and oh god,fru,2.0,3.3333,3.6667,1
Ses03F_script02_2_M030,[295.1550-304.1752]:,you know what you get the joke on u baby because do you know what you get huh carla do you know what you get you get this,fru,1.6667,4.0,4.6667,1
Ses03F_script02_2_F034,[303.8601-307.7868]:,this what what is this this is nothing,fru,2.3333,3.6667,3.0,1
Ses03F_script02_2_M031,[306.7445-309.1442]:,yes it is,fru,2.3333,3.6667,4.0,1
Ses03F_script02_2_F035,[308.4170-312.7800]:,no it s not it s standing on the beach waiting and fighting,ang,2.0,3.6667,3.6667,2
Ses03F_script02_2_M032,[312.0529-313.7981]:,right,fru,2.3333,3.0,3.3333,1
Ses03F_script02_2_F036,[313.3860-318.2350]:,thing have never turned out anything the way that i thought they would be,sad,1.6667,3.0,2.6667,3
Ses03F_script02_2_M033,[317.4097-321.6515]:,no i know me neither,fru,2.3333,2.3333,2.6667,1
Ses03F_script02_2_F038,[326.4993-330.3533]:,it s not something else do you know what i m trying to say,sad,2.3333,3.6667,2.0,3
Ses03F_script02_2_M034,[329.5534-333.0438]:,well i m doing the best i can,fru,2.3333,2.6667,1.6667,1
Ses03F_script02_2_F039,[332.0258-344.2665]:,i know you are augie and i know you wanted this evening to be nice but i can t help thinking of being somewhere else,sad,2.3333,3.0,2.3333,3
Ses03F_script02_2_M035,[344.1453-348.0963]:,yeah maybe if you were with someone else too,fru,2.0,2.0,2.3333,1
Ses03F_script02_2_F040,[347.1509-349.3950]:,i didn t say that,sad,2.3333,2.6667,2.3333,3
Ses03F_script02_2_F041,[352.0775-357.4525]:,augie anything i do i d rather be doing with you,fru,2.0,3.6667,2.6667,1
Ses03F_script02_2_M037,[356.5799-359.1250]:,yeah,sur,3.0,2.6667,2.0,5
Ses03F_script02_2_F042,[358.0343-367.7541]:,god don t you know that i mean you re the one that probably want to be with somebody else somebody that didn t take herself so seriously could enjoy herself more,fru,2.0,3.3333,2.6667,1
Ses03F_script02_2_M038,[367.3178-372.5049]:,actually now that you mention it no i don t,hap,3.0,2.6667,2.3333,4
Ses03F_script02_2_F043,[373.4745-381.5461]:,well i guess we re just in the wrong spart spot with the right person,hap,3.0,2.3333,2.6667,4
Ses03F_script02_2_M039,[381.4976-388.7208]:,seemed like a pretty good spot to me i mean look at the view of the moon we ve got from here,hap,3.0,2.6667,2.6667,4
Ses03F_script02_2_F044,[390.3933-394.2473]:,i noticed that it s beautiful,hap,3.3333,2.0,2.0,4
Ses03F_script02_2_F045,[394.3443-398.0771]:,you can see right over the water,hap,4.0,2.3333,2.3333,4
Ses03F_script02_2_M040,[403.2157-406.6577]:,look what we got here,hap,4.0,3.0,2.6667,4
Ses03F_script02_2_M041,[408.1363-411.8448]:,it s not champagne,hap,4.0,3.0,2.6667,4
Ses03F_script02_2_F048,[410.7783-414.4869]:,at least we won t need glass,hap,4.0,3.0,2.3333,4
Ses03F_script02_2_M042,[416.3775-421.1041]:,are you still cold do you want to go home,neu,3.0,2.3333,1.6667,0
Ses03F_script02_2_F050,[428.5213-433.1994]:,maybe this is the right place after all,hap,3.3333,2.3333,2.3333,4
Ses03F_script02_2_F051,[433.9993-437.0049]:,i m sorry augie,sad,3.0,2.3333,1.6667,3
Ses03F_script02_2_M043,[435.2355-438.3381]:,shh,neu,3.3333,2.3333,2.3333,0
Ses03F_script02_2_M044,[438.5320-441.5675]:,if we re very quiet the fish might come,hap,3.6667,2.0,2.3333,4
Ses03F_script02_2_M045,[445.2462-447.1014]:,or not,hap,3.6667,2.6667,2.3333,4
Ses03F_script03_1_F000,[004.8600-006.5200]:,breathing,neu,3.0,2.5,2.0,0
Ses03F_script03_1_F001,[007.6700-009.9216]:,do you think it s them,neu,2.5,3.0,2.5,0
Ses03F_script03_1_F002,[010.7025-014.1700]:,i mean nobody know we re here except for freda and she wouldn t ring up,fea,2.0,3.0,3.0,7
Ses03F_script03_1_F003,[014.9625-016.9300]:,what are we to do,fea,2.0,3.5,2.5,7
Ses03F_script03_1_M004,[017.0400-021.4200]:,we re all right aren t we darling whatever happens,neu,3.0,3.5,3.5,0
Ses03F_script03_1_M005,[024.4150-026.6375]:,then i don t care,neu,4.0,3.0,3.0,0
Ses03F_script03_1_M007,[038.6900-043.4200]:,thing that should matter dreadfully don t seem to matter at all when one s happy do they,exc,4.0,3.5,4.0,6
Ses03F_script03_1_F009,[060.1800-063.8793]:,don t laugh at me i m serious,exc,2.5,3.5,2.5,6
Ses03F_script03_1_M011,[063.4200-066.3875]:,laughter you mustn t be serious my dear one that s what they want,exc,3.5,3.5,3.5,6
Ses03F_script03_1_M013,[083.1050-086.3300]:,ooh certainly you must we re figure of fun all right,exc,3.5,3.5,3.5,6
Ses03F_script03_1_F014,[096.1525-098.9800]:,oh dear well shall we want that,sad,2.5,3.0,3.0,3
Ses03F_script03_1_F015,[100.2900-105.3900]:,well what if happens if one of u is to die doe the one that s left still laugh,sad,2.5,3.5,2.5,3
Ses03F_script03_1_M020,[124.8432-143.1300]:,let s blow strumpet blow blow trumpet and squeaker and party a much a we can like small quite idiotic school child let s savor the delight of the moment come kiss me darling before worm pop in and out of your eye socket,exc,4.0,4.0,4.5,6
Ses03F_script03_1_F019,[159.3275-167.9300]:,thank you dear the same applies to you except that if i ever so much a catch you looking at another woman i ll kill you,exc,3.5,4.0,4.5,6
Ses03F_script03_1_M022,[169.9100-174.3700]:,remember that awful scene we had in venice,exc,3.0,3.5,3.0,6
Ses03F_script03_1_F021,[180.0800-184.4400]:,oh charles that wa his name charles he did wiggle so beautifully,hap,4.0,4.0,3.0,4
Ses03F_script03_1_F025,[207.0100-210.5900]:,yeah and that wa the first time you ever hit me,hap,4.0,3.5,3.0,4
Ses03F_script03_1_M027,[204.5800-207.1400]:,that wa a rouser wasn t it,exc,3.5,2.5,3.0,6
Ses03F_script03_1_F026,[212.5100-218.3300]:,the manager came in and found u rolling on the floor and biting and scratching like panther laughter,hap,4.0,4.5,4.0,4
Ses03F_script03_1_F027,[221.6700-226.2000]:,i know oh man couldn t believe it,exc,4.0,3.0,3.0,6
Ses03F_script03_2_M000,[009.3056-014.3900]:,a a matter of fact the real cause of that row wa peter burden,ang,3.5,3.0,3.5,2
Ses03F_script03_2_M001,[016.5000-020.4600]:,i knew nothing of the sort you took present from him,ang,2.5,3.5,3.5,2
Ses03F_script03_2_M002,[023.2100-028.9000]:,i remember it well bristling with diamond in the worst possible taste,ang,2.5,2.5,4.0,2
Ses03F_script03_2_F004,[045.3900-048.8425]:,just a little perhaps but it wa nothing serious,neu,2.5,3.5,4.0,0
Ses03F_script03_2_M005,[048.4250-051.1000]:,you let him kiss you you said so,ang,2.0,3.0,4.0,2
Ses03F_script03_2_M007,[055.4150-057.2475]:,what about me,ang,2.0,3.0,4.0,2
Ses03F_script03_2_M008,[060.6850-064.3750]:,that s a nice point of view i must say,ang,2.0,3.0,3.5,2
Ses03F_script03_2_F008,[063.8825-066.3100]:,well it s true,neu,2.5,3.0,3.5,0
Ses03F_script03_2_M009,[073.0200-075.7200]:,are you bored with this conversation,neu,3.5,3.0,3.0,0
Ses03F_script03_2_M010,[079.9900-085.2100]:,so am i bored stiff want some brandy,neu,4.0,2.5,3.0,0
Ses03F_script03_2_M011,[086.1500-088.4400]:,i ll have a little i think,neu,3.0,3.5,3.0,0
Ses03F_script03_2_M012,[090.7625-094.2950]:,no particular reason anyhow they were very small one,neu,3.0,3.5,3.0,0
Ses03F_script03_2_F013,[103.8975-106.0400]:,it s become a habit with you,neu,2.0,3.5,3.5,0
Ses03F_script03_2_M014,[105.4700-110.3400]:,you needn t be so grand just because you don t happen to want some yourself at the moment,ang,2.0,3.0,4.5,2
Ses03F_script03_2_F014,[109.5700-111.4700]:,don t be so stupid,ang,2.0,2.5,4.0,2
Ses03F_script03_2_M015,[110.9875-112.6200]:,really amanda,ang,2.0,3.0,4.5,2
Ses03F_script03_2_F015,[112.2400-113.6200]:,what,ang,1.5,3.0,4.5,2
Ses03F_script03_2_M016,[113.9625-115.0850]:,nothing,ang,2.5,2.5,3.0,2
Ses03F_script03_2_M017,[118.2350-120.4650]:,going somewhere dear,ang,4.0,2.5,3.0,2
Ses03F_script03_2_F017,[127.4075-132.9500]:,it s a woman s job to allure the man watch me won t you a minute,neu,3.0,3.0,3.5,0
Ses03F_script03_2_F018,[137.0025-138.4200]:,no it isn t,ang,2.0,2.5,3.5,2
Ses03F_script03_2_M020,[137.9200-139.3100]:,yes it is,ang,3.0,3.5,3.0,2
Ses03F_script03_2_F021,[155.9400-158.4625]:,adder don t snap they sting,fru,1.5,3.0,4.5,1
Ses03F_script03_2_F022,[161.8585-163.3200]:,they sting,fru,1.5,3.5,5.0,1
Ses03F_script03_2_M024,[162.9400-164.1200]:,they snap,ang,2.0,3.5,4.5,2
Ses03F_script03_2_F023,[163.6700-170.0200]:,i don t care i don t care do you understand i don t care if they bark if they roll over on the floor like hoop,ang,1.0,4.5,5.0,2
Ses03F_script03_2_M026,[174.1875-178.8700]:,did you see much of peter burden after our divorce,ang,3.0,2.5,4.5,2
Ses03F_script03_2_M027,[180.6400-185.3875]:,i imagine that you let him kiss you quite a bit more then didn t you,ang,3.5,3.0,4.0,2
Ses03F_script03_2_F025,[184.9300-187.5075]:,mind your business,fru,1.5,2.5,4.5,1
Ses03F_script03_2_M028,[187.0375-194.7300]:,you had a riotous must have had a riotous time no restraint at all very enjoyable you never had much anyhow,ang,3.0,3.0,4.0,2
Ses03F_script03_2_F026,[194.3200-198.1100]:,you are quite insufferable i suppose it s because you re drunk,ang,1.5,4.0,4.5,2
Ses03F_script03_2_M029,[197.3075-199.6900]:,i m not in the least bit drunk,ang,1.5,3.5,4.5,2
Ses03F_script03_2_F027,[198.9675-200.9700]:,you ve always had a weak head,fru,2.0,2.5,4.0,1
Ses03F_script03_2_M030,[200.5200-207.5800]:,okay a i mentioned before i said i had three very minute liquor glass that s hardly enough to get a child of two drunk,ang,1.5,3.5,4.5,2
Ses03F_script03_2_F029,[214.6500-218.5425]:,do shut up shut up,fru,1.5,3.5,4.5,1
Ses03F_script03_2_F030,[221.9000-225.8411]:,i don t want to talk about this anymore,fru,2.0,3.0,4.0,1
Ses03F_script03_2_M034,[244.7800-247.4375]:,well i suppose the people downstairs then,ang,2.5,2.5,3.0,2
Ses03F_script03_2_M035,[248.9800-251.3625]:,this is no time of the year for tunis,neu,2.0,2.5,3.5,0
Ses03F_script03_2_F035,[254.4000-256.8000]:,turn it on,ang,2.0,3.5,3.5,2
Ses03F_script03_2_M038,[271.2375-272.7375]:,turn it off,ang,2.0,2.5,3.0,2
Ses03F_script03_2_F037,[272.9175-276.5650]:,i will not go away go away i hate you,ang,1.5,3.5,4.5,2
Ses03F_script03_2_M039,[276.0875-279.9900]:,oh very amusing indeed amanda listen,ang,1.5,3.0,4.0,2
Ses03F_script03_2_F038,[278.8800-285.5100]:,listen indeed no no no no i am sick and tired of listening to you you sadistic bully,ang,1.5,4.5,4.5,2
Ses03F_script03_2_M040,[284.8575-287.3500]:,very amusing indeed,ang,2.0,3.5,3.5,2
Ses03F_script03_2_F039,[286.7100-292.2700]:,stop it stop it i hate you i loath you you are overbearing and conceited and utterly impossible,ang,1.0,4.5,5.0,2
Ses03F_script03_2_M041,[291.3775-298.7125]:,you know you re a vile ill tempered wicked little beast and i hope that i never see you again a long a i live,ang,1.5,4.0,4.5,2
Ses03F_script03_2_F040,[298.2300-302.6300]:,this is the end do you hear the end now and forever,ang,1.5,3.5,4.5,2
Ses03F_script03_2_M042,[302.3250-307.6675]:,no you re not going out like this no you re not,ang,2.0,3.5,4.5,2
Ses03F_script03_2_F041,[304.4437-306.0000]:,oh yes i am,ang,1.5,3.0,4.0,2
Ses03F_script03_2_F042,[306.0000-316.7400]:,yes i am let go of me i hate you and i loath you god i can t believe i just finally realized how you are i am never marry you never never never never i would rather die in torment,ang,1.0,4.5,5.0,2
Ses03F_script03_2_M043,[312.0055-316.6300]:,oh shut up shut up shut up,ang,1.0,4.5,5.0,2
Ses03F_script03_2_M044,[316.6300-327.6700]:,i wouldn t marry you again if you came back crawling to me on your hand and knee because you re vile you re a mean evil minded little vampire and i hope to god i never set eye on you again,ang,1.5,4.5,5.0,2
Ses03F_script03_2_F043,[327.1750-331.1000]:,beast or brute cad swine beast beast brute,ang,1.0,3.5,5.0,2
Ses03M_impro01_M000,[004.4045-013.1562]:,hey listen here missy i ve been in this line for an hour and now i m finally here so you re going to take my application,fru,2.5,3.5,4.0,1
Ses03M_impro01_F000,[012.2267-015.5586]:,is that a demand sir,neu,2.5,2.5,3.5,0
Ses03M_impro01_M001,[014.6863-019.6199]:,it s not a demand it s a request will you just take it come on,fru,2.5,4.0,3.5,1
Ses03M_impro01_F002,[024.6250-028.4002]:,sir you completely filled this out wrong,fru,1.5,3.5,3.0,1
Ses03M_impro01_F003,[028.4002-032.2750]:,no you filled out the back part you were supposed to fill out the front portion only,neu,2.0,4.0,4.0,0
Ses03M_impro01_M004,[031.2030-034.5207]:,what are you talking about it say fill out that part,ang,2.5,3.5,4.0,2
Ses03M_impro01_F004,[033.9075-039.6278]:,no no no no no you re going to have to go back over on the other side second door up the stair,fru,2.5,4.0,4.0,1
Ses03M_impro01_M005,[034.7209-036.3225]:,okay,fru,2.5,2.0,2.5,1
Ses03M_impro01_M006,[037.3092-041.1989]:,oh my god can you just transfer it yourself,fru,2.0,2.5,3.0,1
Ses03M_impro01_F005,[039.7900-045.7464]:,no i can t just transfer it myself sir you got to do this everyone else is doing the same thing,fru,2.0,4.0,3.5,1
Ses03M_impro01_M007,[043.9731-047.1621]:,you don t know you can t write you don t know how to write,fru,2.0,3.5,4.5,1
Ses03M_impro01_F006,[046.5472-048.9639]:,excuse me sir,fru,1.5,2.5,3.0,1
Ses03M_impro01_M008,[048.0630-051.1804]:,what s wrong with you people god,fru,2.0,3.0,3.5,1
Ses03M_impro01_F007,[050.4511-052.7678]:,i think you re being a little condescending,fru,2.5,3.5,3.5,1
Ses03M_impro01_F008,[052.7678-056.5573]:,you need to go back over there and fill it out again,fru,2.5,4.0,3.5,1
Ses03M_impro01_M009,[056.9434-061.2907]:,the information is on there here i ll just fill it out right here,fru,1.5,4.0,4.0,1
Ses03M_impro01_F009,[060.6186-065.9400]:,no no no because there are other people in line you have to go get a complete new application,fru,2.5,4.0,4.0,1
Ses03M_impro01_M010,[064.8085-068.2120]:,this will take like a minute okay jesus,fru,2.0,2.5,3.5,1
Ses03M_impro01_M011,[068.4122-072.1731]:,i m not going anywhere i m staying right here,ang,1.5,3.5,4.0,2
Ses03M_impro01_M012,[074.6757-080.2670]:,hey uh well that s too bad cause i m getting my license right now,ang,2.5,3.0,3.5,2
Ses03M_impro01_F012,[078.8942-084.0150]:,you will get your license sir you have to go fill out another copy excuse me,fru,2.5,4.0,3.5,1
Ses03M_impro01_M013,[081.4550-083.2275]:,give me my,fru,3.5,3.0,2.5,1
Ses03M_impro01_M014,[087.4744-089.6480]:,hey no give me that back,ang,2.5,3.5,3.0,2
Ses03M_impro01_M015,[089.8482-094.3650]:,no i m not waiting i m not coming back again i don t have time to come back five day,ang,1.5,4.5,3.5,2
Ses03M_impro01_M016,[094.6675-096.2600]:,i ll have a license,fru,2.5,2.5,3.0,1
Ses03M_impro01_F016,[095.7675-098.1525]:,well not from this department you won t,fru,2.5,3.5,4.0,1
Ses03M_impro01_M017,[097.5846-100.3874]:,yes i will i ll have this garbage,ang,4.0,3.0,3.5,2
Ses03M_impro01_F017,[098.6125-100.3016]:,sir,fru,2.5,3.0,3.5,1
Ses03M_impro01_M018,[100.3874-104.6775]:,just a i want ugh,fru,2.5,4.5,3.5,1
Ses03M_impro01_F018,[105.1696-109.3251]:,sir i m going to ask you one more time and then i m going to call my supervisor,fru,2.5,4.0,4.0,1
Ses03M_impro01_F019,[109.3251-112.4568]:,who will proceed to call security if you can t remove yourself,fru,2.5,3.5,4.0,1
Ses03M_impro01_M019,[110.0973-113.3720]:,fine call your supervisor ask supervisor over,ang,2.5,3.5,3.5,2
Ses03M_impro01_M020,[113.3720-116.4375]:,and i ll tell her how you ve been behaving,fru,2.5,3.0,4.0,1
Ses03M_impro01_F020,[115.8460-117.4762]:,really,fru,2.5,2.5,3.0,1
Ses03M_impro01_M021,[116.7183-119.1207]:,how would you like that hmm,fru,3.0,3.5,3.0,1
Ses03M_impro01_F021,[117.9052-125.3650]:,she s not actually in the building she s only on the phone sir please leave this line immediately,fru,2.5,4.0,4.5,1
Ses03M_impro01_M022,[120.0788-122.7387]:,oh okay wow,fru,2.0,3.0,3.0,1
Ses03M_impro01_M023,[124.8265-133.0348]:,no i m not going anywhere i m staying here i am filling out right now okay just calm down i m filling out right now just take the god damn piece of paper,ang,2.5,4.5,4.0,2
Ses03M_impro01_F022,[126.4424-131.1615]:,okay i m going to call security security,ang,2.0,4.0,3.5,2
Ses03M_impro01_M026,[141.3003-146.7630]:,i m sorry she s these people they just want to get their license,fru,2.5,3.0,3.5,1
Ses03M_impro01_F024,[143.1775-148.6800]:,no you cannot get your license you filled out the wrong part of the form,fru,2.0,4.0,4.0,1
Ses03M_impro01_F025,[149.9150-156.6200]:,this entire time you re fighting with me sir you could ve finished the form and already been half way no get out,ang,1.5,4.5,4.5,2
Ses03M_impro01_M028,[152.8549-155.7721]:,i did finish one take it,ang,2.0,4.5,4.5,2
Ses03M_impro01_M029,[155.8293-158.2325]:,what is wrong with you,ang,1.5,3.5,4.5,2
Ses03M_impro02_M000,[005.7703-009.1927]:,hey sweetie,sad,2.5,2.0,2.5,3
Ses03M_impro02_M001,[018.5048-020.6139]:,hey,sad,2.5,2.0,2.0,3
Ses03M_impro02_F000,[005.8897-008.6953]:,um,hap,4.0,3.0,3.0,4
Ses03M_impro02_M002,[021.6685-024.6731]:,uh um,sad,2.5,2.5,3.0,3
Ses03M_impro02_F003,[020.0369-022.7032]:,why the sad face,hap,4.0,3.0,3.0,4
Ses03M_impro02_M003,[024.7924-029.4375]:,they need me out there sooner than i thought,sad,2.0,2.5,3.0,3
Ses03M_impro02_F004,[030.0852-034.4229]:,where who what are you talking about,sur,2.5,2.5,3.0,5
Ses03M_impro02_M004,[033.8658-038.4223]:,they want to deploy me next week,sad,2.0,2.5,3.0,3
Ses03M_impro02_F005,[037.3677-039.1784]:,next week,sur,2.0,3.0,3.0,5
Ses03M_impro02_M005,[042.6008-044.6702]:,for,sad,2.5,2.0,2.5,3
Ses03M_impro02_M006,[046.0650-048.8288]:,they said anywhere from two to three year,sad,2.0,2.0,3.0,3
Ses03M_impro02_F009,[058.7975-061.1454]:,honey,fru,2.0,3.0,3.5,1
Ses03M_impro02_M008,[059.8123-062.9760]:,need me on the specialist honey,fru,2.0,2.5,3.0,1
Ses03M_impro02_F010,[061.6826-067.3137]:,you can t we need you i need you,fru,1.5,3.5,4.0,1
Ses03M_impro02_M009,[066.6570-069.7412]:,i don t want to go but,fru,2.0,2.5,3.0,1
Ses03M_impro02_F011,[071.8503-075.1931]:,i don t care about the money,fru,1.5,3.0,3.5,1
Ses03M_impro02_M010,[069.7412-075.3921]:,but they said they d increase my pay by triple there promotion,fru,2.0,3.0,3.0,1
Ses03M_impro02_M011,[080.6650-082.9532]:,no,sad,1.5,2.0,3.0,3
Ses03M_impro02_F013,[081.4410-084.0675]:,do this whole thing by myself,sad,2.0,2.5,3.0,3
